player,team,rec,rec_yds,rec_td,fumbles_lost,fp_projection
Jake Butt,DEN,0.8,8.1,0.1,0.0,1.7
Chris Manhertz,CAR,0.9,9.8,0.0,0.0,1.0
Marcedes Lewis,GB,0.6,7.3,0.0,0.0,1.5
Ryan Izzo,NE,0.7,7.2,0.1,0.0,1.5
Buck Ortega,NO,0.5,5.9,0.0,0.0,0.0
Ricky Seals-Jones,KC,0.5,5.6,0.1,0.0,1.3
Albert Okwuegbunam,DEN,0.5,5.7,0.0,0.0,0.0
Virgil Green,LAC,0.5,5.8,0.0,0.0,1.3
Nick Vannett,DEN,0.4,4.1,0.0,0.0,1.0
Luke Willson,SEA,0.4,4.2,0.0,0.0,0.9
Lee Smith,BUF,0.5,5.4,0.0,0.0,0.7
Xavier Grimble,IND,0.4,4.0,0.0,0.0,0.8
Deon Yelder,KC,0.5,5.4,0.0,0.0,0.7
Derek Carrier,LV,0.4,4.9,0.0,0.0,0.7
Ross Travis,NYJ,0.3,3.8,0.0,0.0,0.0
Josiah Deguara,GB,0.3,3.8,0.0,0.0,0.0
Daniel Brown,NYJ,0.3,3.8,0.0,0.0,0.0
Luke Stocker,ATL,0.4,4.2,0.0,0.0,0.7
Trevon Wesco,NYJ,0.4,3.5,0.0,0.0,0.9
Dalton Schultz,DAL,0.3,3.8,0.0,0.0,0.7
Blake Bell,DAL,0.3,3.6,0.0,0.0,0.7
Levine Toilolo,NYG,0.3,3.5,0.0,0.0,0.7
Tyler Conklin,MIN,0.3,3.4,0.0,0.0,0.8
Kahale Warring,HOU,0.3,3.3,0.0,0.0,0.0
Durham Smythe,MIA,0.5,5.5,0.0,0.0,0.3
Eric Saubert,CHI,0.3,2.8,0.0,0.0,0.6
Stephen Anderson,LAC,0.3,2.9,0.0,0.0,0.7
Alex Ellis,NE,0.3,2.5,0.0,0.0,0.6
Stephen Carlson,CLE,0.3,2.7,0.0,0.0,0.6
Johnny Mundt,LAR,0.3,2.5,0.0,0.0,0.6
Isaac Nauta,DET,0.3,2.5,0.0,0.0,0.6
Jason Croom,BUF,0.2,1.8,0.0,0.0,0.4
Cethan Carter,CIN,0.2,1.8,0.0,0.0,0.4
Geoff Swaim,TEN,0.2,1.7,0.0,0.0,0.4
Zach Gentry,PIT,0.1,1.5,0.0,0.0,0.3
Jesper Horsted,CHI,0.1,1.4,0.0,0.0,0.3
J.P. Holtz,CHI,0.1,1.2,0.0,0.0,0.3
Ross Dwelley,SF,0.1,1.1,0.0,0.0,0.3
Antony Auclair,TB,0.1,1.1,0.0,0.0,0.3
Cole Hikutini,DAL,0.1,1.2,0.0,0.0,0.2
Jordan Franks,CIN,0.1,0.9,0.0,0.0,0.2
Darrell Daniels,ARI,0.1,1.2,0.0,0.0,0.2
